Country/Region;date;deaths;recovered;cases;number of infections per million inhabitants;number of deaths per million inhabitants;number of recovered per million inhabitants;deaths cases previous day ratio;hundred cases;day since 100 cases;1000 cases;day since 1000 cases;growth rate 1 day;growth rate 2 days;growth rate 7 days;proportion growth rate 1 day;proportion growth rate 2 days;proportion growth rate 7 days;population;population density;area;median age;urban population;continent;health care spending - government schemes and compulsory contributory health care financing schemes;health care spending - voluntary health care payment schemes;health care spending - out of pocket spending;health care spending - rest of the world financing schemes (non-resident);health care spending - Unspecified financing schemes (n.e.c.);GDP measured by PPP index
czech republic (czechia);07/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);08/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);09/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);10/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);11/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);12/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);13/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);14/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);15/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);16/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);17/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);18/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);19/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);20/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);21/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);22/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);23/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);24/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);25/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);26/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);27/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);28/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);29/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);01/03/2020;0;0;3;0,280138699;0;0;0;0;0;0;0;0;0;0;0;0;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);02/03/2020;0;0;3;0,280138699;0;0;0;0;0;0;0;1;0;0;0;0;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);03/03/2020;0;0;5;0,466897831;0;0;0;0;0;0;0;1,666666667;1,666666667;0;1,666666667;0;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);04/03/2020;0;0;8;0,747036529;0;0;0;0;0;0;0;1,6;2,666666667;0;0,96;1,6;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);05/03/2020;0;0;12;1,120554794;0;0;0;0;0;0;0;1,5;2,4;0;0,9375;0,9;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);06/03/2020;0;0;18;1,680832191;0;0;0;0;0;0;0;1,5;2,25;0;1;0,9375;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);07/03/2020;0;0;19;1,774211757;0;0;0;0;0;0;0;1,055555556;1,583333333;0;0,703703704;0,703703704;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);08/03/2020;0;0;31;2,894766552;0;0;0;0;0;0;0;1,631578947;1,722222222;10,33333333;1,545706371;1,087719298;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);09/03/2020;0;0;31;2,894766552;0;0;0;0;0;0;0;1;1,631578947;10,33333333;0,612903226;0,947368421;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);10/03/2020;0;0;41;3,828562213;0;0;0;0;0;0;0;1,322580645;1,322580645;8,2;1,322580645;0,810613944;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);11/03/2020;0;0;91;8,497540522;0;0;0;0;0;0;0;2,219512195;2,935483871;11,375;1,678167757;2,219512195;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);12/03/2020;0;0;94;8,777679221;0;0;0;0;0;0;0;1,032967033;2,292682927;7,833333333;0,465402729;0,781023854;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);13/03/2020;0;0;141;13,16651883;0;0;0;1;1;0;0;1,5;1,549450549;7,833333333;1,45212766;0,675824176;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);14/03/2020;0;0;189;17,64873801;0;0;0;1;2;0;0;1,340425532;2,010638298;9,947368421;0,893617021;1,297645994;0;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);15/03/2020;0;0;253;23,62503024;0;0;0;1;3;0;0;1,338624339;1,794326241;8,161290323;0,998656253;0,892416226;0,789802289;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);16/03/2020;0;3;298;27,82711072;0;0,280138699;0;1;4;0;0;1,177865613;1,576719577;9,612903226;0,879907513;0,87872514;0,930280957;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);17/03/2020;0;3;396;36,97830821;0;0,280138699;0;1;5;0;0;1,32885906;1,565217391;9,658536585;1,128192424;0,99270499;1,177870315;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);18/03/2020;0;3;464;43,32811871;0;0,280138699;0;1;6;0;0;1,171717172;1,55704698;5,098901099;0,881746761;0,994780015;0,448255042;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);19/03/2020;0;3;694;64,80541893;0;0,280138699;0;1;7;0;0;1,495689655;1,752525253;7,382978723;1,276493757;1,125544235;0,942507922;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);20/03/2020;0;4;833;77,78517863;0;0,373518265;0;1;8;0;0;1,200288184;1,795258621;5,907801418;0,802498152;1,024383882;0,754187415;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);21/03/2020;0;6;995;92,91266835;0;0,560277397;0;1;9;0;0;1,194477791;1,433717579;5,264550265;0,995159168;0,798613393;0,529240503;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);22/03/2020;1;6;1120;104,5851141;0,093379566;0,560277397;0,001005025;1;10;1;1;1,125628141;1,344537815;4,42687747;0,942360041;0,937798235;0,542423722;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
czech republic (czechia);23/03/2020;1;6;1236;115,4171438;0,093379566;0,560277397;0,000892857;1;11;1;2;1,103571429;1,242211055;4,147651007;0,980404974;0,923894472;0,431467051;10708981;139;77240;43;0,74;Europe;82,09397646;3,0968396;14,80910174;NA;NA;402796,0966
denmark;22/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;23/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;24/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;25/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;26/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;27/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;28/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;29/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;30/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;31/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;01/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;02/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;03/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;04/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;05/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;06/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;07/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;08/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;09/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;10/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;11/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;12/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;13/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;14/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;15/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;16/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;17/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;18/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;19/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;20/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;21/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;22/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;23/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;24/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;25/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;26/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;27/02/2020;0;0;1;0,172645913;0;0;0;0;0;0;0;0;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;28/02/2020;0;0;1;0,172645913;0;0;0;0;0;0;0;1;0;0;0;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;29/02/2020;0;0;3;0,517937738;0;0;0;0;0;0;0;3;3;0;3;0;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;01/03/2020;0;0;4;0,69058365;0;0;0;0;0;0;0;1,333333333;4;0;0,444444444;1,333333333;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;02/03/2020;0;0;4;0,69058365;0;0;0;0;0;0;0;1;1,333333333;0;0,75;0,333333333;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;03/03/2020;0;0;6;1,035875475;0;0;0;0;0;0;0;1,5;1,5;0;1,5;1,125;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;04/03/2020;0;0;11;1,899105038;0;0;0;0;0;0;0;1,833333333;2,75;0;1,222222222;1,833333333;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;05/03/2020;0;0;11;1,899105038;0;0;0;0;0;0;0;1;1,833333333;11;0,545454545;0,666666667;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;06/03/2020;0;1;24;4,143501901;0;0,172645913;0;0;0;0;0;2,181818182;2,181818182;24;2,181818182;1,190082645;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;07/03/2020;0;1;24;4,143501901;0;0,172645913;0;0;0;0;0;1;2,181818182;8;0,458333333;1;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;08/03/2020;0;1;37;6,387898765;0;0,172645913;0;0;0;0;0;1,541666667;1,541666667;9,25;1,541666667;0,706597222;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;09/03/2020;0;1;92;15,88342396;0;0,172645913;0;0;0;0;0;2,486486486;3,833333333;23;1,612856099;2,486486486;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;10/03/2020;0;1;264;45,57852091;0;0,172645913;0;1;1;0;0;2,869565217;7,135135135;44;1,154064272;1,8613396;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;11/03/2020;0;1;444;76,65478517;0;0,172645913;0;1;2;0;0;1,681818182;4,826086957;40,36363636;0,586088154;0,676383399;0;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;12/03/2020;0;1;617;106,522528;0;0,172645913;0;1;3;0;0;1,38963964;2,337121212;56,09090909;0,826272218;0,484268359;5,099173554;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;13/03/2020;0;1;804;138,8073137;0;0,172645913;0;1;4;0;0;1,303079417;1,810810811;33,5;0,937710309;0,774803977;1,395833333;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;14/03/2020;1;1;836;144,3319829;0,172645913;0,172645913;0,001243781;1;5;0;0;1,039800995;1,354943274;34,83333333;0,797956734;0,748252256;4,354166667;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;15/03/2020;2;1;875;151,0651735;0,345291825;0,172645913;0,002392344;1;6;0;0;1,046650718;1,088308458;23,64864865;1,006587532;0,8032133;2,556610665;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;16/03/2020;3;1;933;161,0786364;0,517937738;0,172645913;0,003428571;1;7;0;0;1,066285714;1,116028708;10,14130435;1,018759837;1,02547095;0,440926276;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;17/03/2020;4;1;1025;176,9620604;0,69058365;0,172645913;0,004287245;1;8;1;1;1,098606645;1,171428571;3,882575758;1,030311698;1,049640178;0,088240358;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;18/03/2020;4;1;1116;192,6728384;0,69058365;0,172645913;0,003902439;1;9;1;2;1,088780488;1,196141479;2,513513514;0,9910558;1,021096385;0,062271731;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;19/03/2020;6;1;1225;211,4912429;1,035875475;0,172645913;0,005376344;1;10;1;3;1,097670251;1,195121951;1,98541329;1,008164881;0,999147653;0,035396347;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;20/03/2020;9;1;1337;230,8275851;1,553813213;0,172645913;0,007346939;1;11;1;4;1,091428571;1,198028674;1,662935323;0,994313703;1,002432156;0,04963986;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;21/03/2020;13;1;1420;245,1571958;2,244396863;0,172645913;0,009723261;1;12;1;5;1,062079282;1,159183673;1,698564593;0,97310929;0,967575901;0,04876262;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;22/03/2020;13;1;1514;261,3859116;2,244396863;0,172645913;0,00915493;1;13;1;6;1,066197183;1,132385939;1,730285714;1,003877207;0,976882236;0,073166367;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
denmark;23/03/2020;24;1;1572;271,3993745;4,143501901;0,172645913;0,015852048;1;14;1;7;1,038309115;1,107042254;1,68488746;0,973843424;0,977619216;0,1661411;5792202;137;42430;42;0,88;Europe;84,02403469;2,23750267;13,73846536;NA;NA;313363,8372
djibouti;22/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;988000;43;23180;27;0,79;Africa;54,37503813;19,12074588;26,50421599;NA;NA;3381,504232
djibouti;23/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;988000;43;23180;27;0,79;Africa;54,37503813;19,12074588;26,50421599;NA;NA;3381,504232
djibouti;24/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;988000;43;23180;27;0,79;Africa;54,37503813;19,12074588;26,50421599;NA;NA;3381,504232
djibouti;25/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;988000;43;23180;27;0,79;Africa;54,37503813;19,12074588;26,50421599;NA;NA;3381,504232
djibouti;26/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;988000;43;23180;27;0,79;Africa;54,37503813;19,12074588;26,50421599;NA;NA;3381,504232
djibouti;27/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;988000;43;23180;27;0,79;Africa;54,37503813;19,12074588;26,50421599;NA;NA;3381,504232
djibouti;28/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;988000;43;23180;27;0,79;Africa;54,37503813;19,12074588;26,50421599;NA;NA;3381,504232
djibouti;29/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;988000;43;23180;27;0,79;Africa;54,37503813;19,12074588;26,50421599;NA;NA;3381,504232
djibouti;30/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;988000;43;23180;27;0,79;Africa;54,37503813;19,12074588;26,50421599;NA;NA;3381,504232
djibouti;31/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;988000;43;23180;27;0,79;Africa;54,37503813;19,12074588;26,50421599;NA;NA;3381,504232
djibouti;01/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;988000;43;23180;27;0,79;Africa;54,37503813;19,12074588;26,50421599;NA;NA;3381,504232
djibouti;02/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;988000;43;23180;27;0,79;Africa;54,37503813;19,12074588;26,50421599;NA;NA;3381,504232
djibouti;03/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;988000;43;23180;27;0,79;Africa;54,37503813;19,12074588;26,50421599;NA;NA;3381,504232
djibouti;04/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;988000;43;23180;27;0,79;Africa;54,37503813;19,12074588;26,50421599;NA;NA;3381,504232
djibouti;05/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;988000;43;23180;27;0,79;Africa;54,37503813;19,12074588;26,50421599;NA;NA;3381,504232
djibouti;06/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;988000;43;23180;27;0,79;Africa;54,37503813;19,12074588;26,50421599;NA;NA;3381,504232
djibouti;07/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;988000;43;23180;27;0,79;Africa;54,37503813;19,12074588;26,50421599;NA;NA;3381,504232
djibouti;08/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;988000;43;23180;27;0,79;Africa;54,37503813;19,12074588;26,50421599;NA;NA;3381,504232
djibouti;09/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;988000;43;23180;27;0,79;Africa;54,37503813;19,12074588;26,50421599;NA;NA;3381,504232
djibouti;10/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;988000;43;23180;27;0,79;Africa;54,37503813;19,12074588;26,50421599;NA;NA;3381,504232
djibouti;11/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;988000;43;23180;27;0,79;Africa;54,37503813;19,12074588;26,50421599;NA;NA;3381,504232
djibouti;12/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;988000;43;23180;27;0,79;Africa;54,37503813;19,12074588;26,50421599;NA;NA;3381,504232
